name,anime_debut,manga_debut,affiliation,origin,aliases,height,bounty,dfname,dftype,haoshoku,kenbunshoku,busoshoku,image
Shanks,1.0,4.0,Red Hair Pirates,West Blue,Red-Haired Shanks,132.0,4048900000,,,True,True,True,https://static.wikia.nocookie.net/onepiece/images/d/db/Shanks_Portrait.png/revision/latest?cb=20220112131129
Sharinguru,428.0,310.0,Marines,,,,0,Shari Shari no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/ff/Sharinguru_Portrait.png/revision/latest?cb=20180624002505
Shanba,524.0,419.0,Torino Kingdom,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b8/Shanba_Portrait.png/revision/latest?cb=20190103060535
Shalria,497.0,391.0,World Government,Red Line ,,178.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/1f/Shalria_Portrait.png/revision/latest?cb=20200426074549
Sham,31.0,13.0,Black Cat Pirates,East Blue,Nyaban Brothers,201.0,7000000,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/55/Sham_Portrait.png/revision/latest?cb=20181213040534
Shakuyaku,498.0,392.0,Shakky's Rip-off Bar,,Shakky,186.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/e4/Shakuyaku_Portrait.png/revision/latest?cb=20200504021413
Shaka,1062.0,1091.0,Marines (SSG),,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c1/Shaka_Portrait.png/revision/latest?cb=20240303030323
Shachi,498.0,392.0,Heart Pirates,North Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/92/Shachi_Portrait.png/revision/latest?cb=20190904063929
Serizawa,915.0,,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/8b/Serizawa_Portrait.png/revision/latest?cb=20211213182837
Seto,287.0,187.0,Shandia,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/47/Seto_Portrait.png/revision/latest?cb=20190517044350
Senor Pink,702.0,632.0,Donquixote Pirates,North Blue,,244.0,0,Sui Sui no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/9e/Senor_Pink_Portrait.png/revision/latest?cb=20190721145226
Sennorikyuru,1053.0,1080.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/1d/Sennorikyuru_Portrait.png/revision/latest?cb=20231022024259
Sentomaru,497.0,401.0,Marines (former),Grand Line,,279.0,0,,,False,False,True,https://static.wikia.nocookie.net/onepiece/images/8/82/Sentomaru_Portrait.png/revision/latest?cb=20240407023212
Seamars,440.0,,Space Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/7f/Seamars_Portrait.png/revision/latest?cb=20200426065138
Scotch,595.0,513.0,Beasts Pirates,,Iron Boy,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/44/Scotch_Portrait.png/revision/latest?cb=20130625190018
Seagull Guns Nozdon,0.0,0.0,Roger Pirates (former),,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c8/Seagull_Guns_Nozdon_Portrait.png/revision/latest?cb=20210328141815
Seaboar,191.0,,Sea Floor,,,,0,,,False,False,False,
Seira,608.0,527.0,Mermaid Cafe,Grand Line ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/ad/Seira_Portrait.png/revision/latest?cb=20191225091203
Sengoku,234.0,151.0,Marines (semi-retired),South Blue,"Sengoku the Buddha,The Resourceful General",278.0,0,"Hito Hito no Mi, Model: Daibutsu",Zoan,True,False,True,https://static.wikia.nocookie.net/onepiece/images/8/88/Sengoku_Portrait.png/revision/latest?cb=20210118121654
Scratchmen Apoo,498.0,392.0,On Air Pirates,Grand Line,Roar of the Sea,256.0,350000000,Oto Oto no Mi,Paramecia,False,True,True,https://static.wikia.nocookie.net/onepiece/images/4/41/Scratchmen_Apoo_Portrait.png/revision/latest?cb=20200426065517
Yeti Cool Brothers,665.0,591.0,Caesar Clown,Grand Line,Killers of the Snowy Mountain,4250.0,20000000,,,False,False,False,
Schollzo,325.0,231.0,Franky Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/56/Schollzo_Portrait.png/revision/latest?cb=20200629104724
Scarlett,721.0,650.0,Riku Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/66/Scarlett_Portrait.png/revision/latest?cb=20190725085954
Seki,908.0,884.0,Levely,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f7/Seki_Portrait.png/revision/latest?cb=20190617130702
Sauce,906.0,884.0,Levely,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/e1/Sauce_Portrait.png/revision/latest?cb=20190516233922
Scopper Gaban,19.0,0.0,Roger Pirates (former),,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d4/Scopper_Gaban_Portrait.png/revision/latest?cb=20210321132557
Sarutobi,931.0,925.0,Beasts Pirates,Wano Country,,378.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fb/Sarutobi_Portrait.png/revision/latest?cb=20200413124852
Sarie Nantokanette,823.0,777.0,Goa Kingdom,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/4c/Sarie_Nantokanette_Portrait.png/revision/latest?cb=20200112084925
Saru,497.0,391.0,Rosward Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/84/Saru_Portrait.png/revision/latest?cb=20200426080439
Sarahebi,919.0,909.0,Beasts Pirates,,,,0,Snake SMILE,Zoan,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/6b/Sarahebi_Portrait.png/revision/latest?cb=20200918121940
Satori,241.0,155.0,God's Army,Sky Islands ,Satori of the Forest,179.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/ea/Satori_Portrait.png/revision/latest?cb=20190606032219
Sarfunkel,620.0,,Gaimon,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/ea/Sarfunkel_Portrait.png/revision/latest?cb=20200112101114
Sarquiss,222.0,146.0,Bellamy Pirates,North Blue,Big Knife Sarquiss,228.0,38000000,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/1d/Sarquiss_Portrait.png/revision/latest?cb=20200622080724
Sasaki,977.0,954.0,Beasts Pirates (Tobiroppo),Grand Line,Overflowing Sasaki,318.0,472000000,"Ryu Ryu no Mi, Model: Triceratops",Zoan,False,True,True,https://static.wikia.nocookie.net/onepiece/images/c/c6/Sasaki_Portrait.png/revision/latest?cb=20220206181822
Sapi,98.0,51.0,,East Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/09/Sapi_Portrait.png/revision/latest?cb=20200508212306
Sandayu,928.0,921.0,Komurasaki,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/89/Sandayu_Portrait.png/revision/latest?cb=20211213183230
Sancrin,557.0,456.0,Current Unknown,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f1/Sancrin_Portrait.png/revision/latest?cb=20140805072725
Samurai Batts,117.0,70.0,,Grand Line,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f4/Samurai_Batts_Portrait.png/revision/latest?cb=20200707083514
Sanjuan Wolf,575.0,484.0,Blackbeard Pirates,West Blue,Colossal Battleship,,0,Deka Deka no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d7/Sanjuan_Wolf_Portrait.png/revision/latest?cb=20200112083907
Sanji,43.0,20.0,Straw Hat Pirates,North Blue,"Mr. Prince,Black Leg",180.0,1032000000,,,False,True,True,https://static.wikia.nocookie.net/onepiece/images/0/0c/Sanji_Portrait.png/revision/latest?cb=20230204061747
Samosa,908.0,889.0,Levely,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/9a/Samosa_Portrait.png/revision/latest?cb=20190617012344
Sam,94.0,43.0,Easter Egg,East Blue ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fc/Sam_Portrait.png/revision/latest?cb=20190708120145
Salome,516.0,409.0,Kuja,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/ba/Salome_Portrait.png/revision/latest?cb=20190119113124
Saldeath,530.0,431.0,Impel Down,Grand Line,,218.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fc/Saldeath_Portrait.png/revision/latest?cb=20180722065357
S-Snake,1059.0,1087.0,Seraphim (Pacifista),,,,0,Mero Mero no Mi (Artificial),Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f3/S-Snake_Portrait.png/revision/latest?cb=20240407023430
S-Shark,1065.0,1094.0,Seraphim (Pacifista),,,,0,Sui Sui no Mi (Artificial),Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/aa/S-Shark_Portrait.png/revision/latest?cb=20240225034652
S-Bear,1062.0,1092.0,Seraphim (Pacifista),,,,0,Nikyu Nikyu no Mi (Artificial),Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/27/S-Bear_Portrait.png/revision/latest?cb=20240409093402
Ryunosuke,803.0,752.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fc/Ryunosuke_Portrait.png/revision/latest?cb=20220202065935
S-Hawk,1059.0,1087.0,Seraphim (Pacifista),,,,0,Supa Supa no Mi (Artifical),Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/2d/S-Hawk_Portrait.png/revision/latest?cb=20240421081445
Ryuboshi,609.0,528.0,Neptune Family,Grand Line ,,544.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/6f/Ryuboshi_Portrait.png/revision/latest?cb=20190516235151
Rush,558.0,,Ally of the Whitebeard Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/20/Rush_Portrait.png/revision/latest?cb=20221020135424
Russian,775.0,715.0,,,,,0,,,False,False,False,
Rowing,967.0,959.0,Roger Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f5/Rowing_Portrait.png/revision/latest?cb=20210124102401
Run,679.0,605.0,Caesar Clown,,Run the Machete,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/94/Run_Portrait.png/revision/latest?cb=20190725112307
Roxanne,46.0,,,East Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/17/Roxanne_Portrait.png/revision/latest?cb=20200112121107
Roronoa Zoro,3.0,1.0,Straw Hat Pirates,East Blue,"Zoro-juurou,Pirate Hunter Zoro",181.0,1111000000,,,True,True,True,https://static.wikia.nocookie.net/onepiece/images/5/5d/Roronoa_Zoro_Portrait.png/revision/latest?cb=20200703083233
Rosward,497.0,391.0,World Government,Red Line ,,215.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/43/Rosward_Portrait.png/revision/latest?cb=20200426074355
Roronoa Pinzoro,,,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/4c/Roronoa_Pinzoro_Portrait.png/revision/latest?cb=20230420195200
Ross,223.0,146.0,Bellamy Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/18/Ross_Portrait.png/revision/latest?cb=20200622070730
Rolling Logan,706.0,652.0,Majiatsuka Kingdom,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d2/Rolling_Logan_Portrait.png/revision/latest?cb=20141206203410
Roshio,222.0,146.0,Roshio Pirates,,"Executioner"" Roshio",,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fa/Roshio_Portrait.png/revision/latest?cb=20200426070602
Rokki,1036.0,1063.0,Beasts Pirates (Numbers),,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/39/Rokki_Portrait.png/revision/latest?cb=20230530173605
Roronoa Arashi,,,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/57/Roronoa_Arashi_Portrait.png/revision/latest?cb=20230420195212
Rokkaku,4.0,2.0,Marines (153rd Branch),East Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/4f/Rokkaku_Portrait.png/revision/latest?cb=20200112100313
Roji,391.0,275.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/3e/Roji_Portrait.png/revision/latest?cb=20200420083245
Roddy,805.0,754.0,Mokomo Dukedom,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/3c/Roddy_Portrait.png/revision/latest?cb=20200329000515
Rockstar,234.0,151.0,Red Hair Pirates,,,,94000000,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/a3/Rockstar_Portrait.png/revision/latest?cb=20200109003843
Rocks D. Xebec,957.0,958.0,Rocks Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/65/Rocks_D._Xebec_Portrait.png/revision/latest?cb=20220509092258
Roche,391.0,275.0,Ohara Archaeologists,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/5f/Roche_Portrait.png/revision/latest?cb=20200420074713
Rob Lucci,323.0,230.0,CP0,Grand Line,Massacre Weapon,212.0,0,"Neko Neko no Mi, Model: Leopard",Zoan,False,False,True,https://static.wikia.nocookie.net/onepiece/images/f/f2/Rob_Lucci_Portrait.png/revision/latest?cb=20230301034000
Road,898.0,836.0,"Straw Hat Grand Fleet (New Giant Warrior Pirates), Buggy's Delivery (former)",,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/94/Road_Portrait.png/revision/latest?cb=20191105202632
Rivers,223.0,146.0,Bellamy Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/df/Rivers_Portrait.png/revision/latest?cb=20200622090908
Risky Brothers,475.0,369.0,Rolling Pirates,,,,0,,,False,False,False,
Ririka,4.0,2.0,,East Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/32/Ririka_Portrait.png/revision/latest?cb=20220201025831
Risky Brothers,451.0,344.0,Perona,,,,0,,,False,False,False,
Ripper,7.0,3.0,"Marines, Marine 153rd Branch",East Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/46/Ripper_Portrait.png/revision/latest?cb=20200112100518
Rint,391.0,275.0,Ohara Archaeologists,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/80/Rint_Portrait.png/revision/latest?cb=20200420074348
Reuder,550.0,459.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/16/Reuder_Portrait.png/revision/latest?cb=20200504022010
Riku Doldo III,706.0,636.0,Riku Family,Grand Line ,"Ricky,King of Miracles",261.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d0/Riku_Doldo_III_Portrait.png/revision/latest?cb=20210112235503
Rindo,516.0,410.0,Kuja,Calm Belt ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c1/Rindo_Portrait.png/revision/latest?cb=20160808231026
Rika,3.0,2.0,Marine 153rd Branch,East Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/89/Rika_Portrait.png/revision/latest?cb=20200112100117
Reforte,556.0,465.0,Whitebeard Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d1/Reforte_Portrait.png/revision/latest?cb=20230330185713
Red King,1078.0,,Marines,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fd/Red_King_Portrait.png/revision/latest?cb=20230913231213
Recycle-Wan,1063.0,1092.0,Vegapunk,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/36/Recycle-Wan_Portrait.png/revision/latest?cb=20240128191004
Richie,9.0,6.0,Cross Guild,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/7e/Richie_Portrait.png/revision/latest?cb=20200510004932
Rangram,966.0,,Roger Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/dd/Rangram_Portrait.png/revision/latest?cb=20200427025030
Ran,516.0,410.0,Kuja,Calm Belt ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/74/Ran_Portrait.png/revision/latest?cb=20190725085950
Rampo,711.0,641.0,Tontatta Kingdom,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f7/Rampo_Portrait.png/revision/latest?cb=20190721101028
Ratel,1073.0,,Marines,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/7f/Ratel_Portrait.png/revision/latest?cb=20230201065408
Reck,1038.0,1065.0,Kid Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/91/Reck_Portrait.png/revision/latest?cb=20230611032953
Randolph,827.0,786.0,Big Mom Pirates,,Crane Rider,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d6/Randolph_Portrait.png/revision/latest?cb=20190806031449
Rebecca,704.0,633.0,Dressrosa,Grand Line ,The Undefeated Woman,171.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/72/Rebecca_Portrait.png/revision/latest?cb=20190517000003
Ramen,823.0,777.0,Happo Navy,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/5b/Ramen_Portrait.png/revision/latest?cb=20190617013148
Ramba,551.0,460.0,Subordinate of the Whitebeard Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/05/Ramba_Portrait.png/revision/latest?cb=20200426055132
Rakuyo,553.0,461.0,Whitebeard Pirates,South Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/90/Rakuyo_Portrait.png/revision/latest?cb=20190823042444
Rakuda,929.0,922.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/a5/Rakuda_Portrait.png/revision/latest?cb=20200314072917
Raccoon,,,His crew,,Pretended Sleep,,75000000,,,False,False,False,
Raizo,817.0,768.0,Kozuki Family,Grand Line ,Raizo of the Mist,311.0,0,Maki Maki no Mi,Paramecia,False,False,True,https://static.wikia.nocookie.net/onepiece/images/1/1e/Raizo_Portrait.png/revision/latest?cb=20200203100715
Raideen,866.0,836.0,Giant Warrior Pirates (former),,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/91/Raideen_Portrait.png/revision/latest?cb=20180513100126
Raki,249.0,163.0,Shandia,Sky Islands ,,179.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/e5/Raki_Portrait.png/revision/latest?cb=20220110172648
Rabiyan,827.0,786.0,Big Mom Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/77/Rabiyan_Portrait.png/revision/latest?cb=20170423123352
Raijin,931.0,925.0,Beasts Pirates,Wano Country,,200.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/1b/Raijin_Portrait.png/revision/latest?cb=20200927051638
Rabbitman,916.0,904.0,Beasts Pirates,,,,0,SMILE,Zoan,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/66/Rabbitman_Portrait.png/revision/latest?cb=20191027085432
Quincy,1039.0,1066.0,Kid Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/53/Quincy_Portrait.png/revision/latest?cb=20230625180716
Queen Mama Chanter,730.0,662.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/0f/Queen_Mama_Chanter_Portrait.png/revision/latest?cb=20160805172043
Pythagoras,1065.0,1095.0,Marines (SSG),,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/64/Pythagoras_Portrait.png/revision/latest?cb=20240320040312
Pururu,1079.0,,Bourgeois Pirates,,"Trembling"" Pururu",,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/43/Pururu_Portrait.png/revision/latest?cb=20230326163526
Puppu,155.0,92.0,Pirate crew,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/51/Puppu_Portrait.png/revision/latest?cb=20200508215701
Pudos,924.0,916.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/e8/Pudos_Portrait.png/revision/latest?cb=20210630010943
Pudding Pudding,75.0,34.0,"Marines, Marine 77th Branch",East Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f7/Pudding_Pudding_Portrait.png/revision/latest?cb=20191007070135
Queen,920.0,910.0,Beasts Pirates,Grand Line,Queen the Plague,612.0,1320000000,"Ryu Ryu no Mi, Model: Brachiosaurus",Zoan,False,True,True,https://static.wikia.nocookie.net/onepiece/images/a/aa/Queen_Portrait.png/revision/latest?cb=20200727134346
Pacifista,505.0,399.0,Marines,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fd/Pacifista_Portrait.png/revision/latest?cb=20130208050225
Prometheus,827.0,786.0,Big Mom Pirates,Grand Line,Prometheus the Sun,239.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/07/Prometheus_Portrait.png/revision/latest?cb=20170423123615
Potsun,217.0,130.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/00/Potsun_Portrait.png/revision/latest?cb=20200112075615
Potaufeu,908.0,889.0,Levely,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/51/Potaufeu_Portrait.png/revision/latest?cb=20190617012009
Pound,831.0,792.0,Charlotte Family,Grand Line ,,731.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/91/Pound_Portrait.png/revision/latest?cb=20190117062051
Prince Grus,966.0,1090.0,Marines (SWORD),,,,0,Gunyo Gunyo no Mi,Unknown,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/05/Prince_Grus_Portrait.png/revision/latest?cb=20240114110618
Poro,14.0,8.0,Orange Town,East Blue ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/18/Poro_Portrait.png/revision/latest?cb=20190103080217
Portgas D. Ace,154.0,91.0,Whitebeard Pirates,South Blue ,"Fire Fist"" Ace",103.0,0,Mera Mera no Mi,Logia,True,False,True,https://static.wikia.nocookie.net/onepiece/images/8/8f/Portgas_D._Ace_Portrait.png/revision/latest?cb=20220824183131
Portgas D. Rouge,550.0,0.0,Gol D. Roger,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/82/Portgas_D._Rouge_Portrait.png/revision/latest?cb=20180823224941
Porchemy,583.0,494.0,Bluejam Pirates,East Blue ,,320.0,3400000,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/65/Porchemy_Portrait.png/revision/latest?cb=20200112091408
Poppy,515.0,409.0,Kuja,Calm Belt ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b3/Poppy_Portrait.png/revision/latest?cb=20190725084653
Porche,305.0,207.0,Foxy Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/61/Porche_Portrait.png/revision/latest?cb=20191126233200
Poppoko,2.0,1.0,Alvida Pirates,East Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/40/Poppoko_Portrait.png/revision/latest?cb=20200112084345
Poker,997.0,982.0,"Beasts Pirates, Tama",,,,0,,Zoan,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/41/Poker_Portrait.png/revision/latest?cb=20220220042709
Pluming,1083.0,,World Government,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/29/Pluming_Portrait.png/revision/latest?cb=20230514162539
Pisaro,72.0,32.0,Arlong Pirates,Grand Line ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/16/Pisaro_Portrait.png/revision/latest?cb=20191227013215
Pinky,8.0,4.0,,East Blue,Monstrous Bird,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/5a/Pinky_Portrait.png/revision/latest?cb=20190105022901
Pike,652.0,572.0,Marines,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/ab/Pike_Portrait.png/revision/latest?cb=20190115035802
Pomsky,1089.0,,Marines,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/79/Pomsky_Portrait.png/revision/latest?cb=20230806160421
Petermoo,966.0,959.0,Roger Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c4/Petermoo_Portrait.png/revision/latest?cb=20210412132312
Peppoko,2.0,1.0,Alvida Pirates,East Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/70/Peppoko_Portrait.png/revision/latest?cb=20200112084312
Pierre,237.0,153.0,Gan Fall,,,,0,Uma Uma no Mi,Zoan,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/50/Pierre_Portrait.png/revision/latest?cb=20230904140221
Peterman,499.0,393.0,Hound Pets,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d2/Peterman_Portrait.png/revision/latest?cb=20190105070839
Piiman,23.0,9.0,Usopp Pirates (disbanded),East Blue ,,120.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/8d/Piiman_Portrait.png/revision/latest?cb=20200113055942
Pickles,309.0,210.0,Foxy Pirates,,Tackle Machine,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/1f/Pickles_Portrait.png/revision/latest?cb=20200607141034
Perona,443.0,338.0,Dracule Mihawk,West Blue,Ghost Princess,160.0,0,Horo Horo no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/ba/Perona_Portrait.png/revision/latest?cb=20200516145034
Pica,700.0,629.0,Donquixote Pirates,North Blue,,470.0,0,Ishi Ishi no Mi,Paramecia,False,True,True,https://static.wikia.nocookie.net/onepiece/images/1/16/Pica_Portrait.png/revision/latest?cb=20190805024127
Pekkori,524.0,421.0,Harahettania,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c7/Pekkori_Portrait.png/revision/latest?cb=20190103044317
Pellini,711.0,641.0,Tontatta KingdomTontatta PiratesStraw Hat Grand Fleet,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/62/Pellini_Portrait.png/revision/latest?cb=20190723071134
Pell,155.0,91.0,Arabasta Kingdom,Grand Line ,Pell the Falcon,189.0,0,"Tori Tori no Mi, Model: Falcon",Zoan,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/dd/Pell_Portrait.png/revision/latest?cb=20200112072940
Penguin,498.0,392.0,Heart Pirates,North Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/de/Penguin_Portrait.png/revision/latest?cb=20190901070323
Pekoms,651.0,570.0,Big Mom Pirates,,Nazoms,232.0,330000000,Kame Kame no Mi,Zoan,False,True,True,https://static.wikia.nocookie.net/onepiece/images/2/20/Pekoms_Portrait.png/revision/latest?cb=20200916005406
Pappag,195.0,385.0,Criminal brand,Grand Line ,,50.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f3/Pappag_Portrait.png/revision/latest?cb=20181105151309
Pedro,805.0,754.0,Mokomo Dukedom,Grand Line ,Pedro of the Treetops,233.0,0,,,False,False,True,https://static.wikia.nocookie.net/onepiece/images/6/6d/Pedro_Portrait.png/revision/latest?cb=20200328235419
Pansy,515.0,409.0,Kuja,Calm Belt ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/94/Pansy_Portrait.png/revision/latest?cb=20190725083506
